date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-03-02,12.72,14.04,14.04,12.72,287224.25,1.28,10.03,12.816,13.336,12.927,215975.86,227023.57,187000.15,1.71
2016-03-01,12.23,12.9,12.76,12.07,246822.72,0.56,4.59,12.772,13.262,12.844,186161.37,218964.97,190019.54,1.47
2016-02-29,12.63,12.63,12.2,11.82,167929.31,-0.43,-3.4,12.982,13.271,12.832,165138.67,212412.47,186105.3,1.0
2016-02-26,12.61,12.85,12.63,12.44,157598.41,0.18,1.45,13.342,13.281,12.913,191333.36,206360.78,183980.0,0.94
2016-02-25,13.8,13.8,12.45,12.44,220304.62,-1.37,-9.91,13.556,13.285,12.961,212098.05,199905.89,185580.83,1.31
2016-02-24,13.65,13.95,13.82,13.41,138151.78,0.01,0.07,13.856,13.319,13.019,238071.28,194837.89,181046.51,0.82
2016-02-23,14.0,14.01,13.81,13.57,141709.25,-0.19,-1.36,13.752,13.19,13.043,251768.58,192655.32,181275.59,0.84
2016-02-22,13.81,14.33,14.0,13.8,298902.72,0.3,2.19,13.56,13.061,13.08,259686.27,192398.33,185385.61,1.78
2016-02-19,14.0,14.0,13.7,13.6,261421.89,-0.25,-1.79,13.22,12.863,13.079,221388.2,174756.64,176903.89,1.56
2016-02-18,13.42,14.22,13.95,13.27,350170.75,0.65,4.89,13.014,12.729,13.086,187713.72,164687.09,174383.88,2.09
2016-02-17,12.96,13.38,13.3,12.96,206638.27,0.45,3.5,12.782,12.518,13.102,151604.49,146976.74,166615.22,1.23
2016-02-16,12.45,12.87,12.85,12.43,181297.73,0.55,4.47,12.628,12.425,13.126,133542.07,161074.11,165449.09,1.08
2016-02-15,12.1,12.47,12.3,12.1,107412.38,-0.37,-2.92,12.562,12.393,13.191,125110.39,159798.13,166311.0,0.64
2016-02-05,12.83,12.9,12.67,12.66,93049.48,-0.12,-0.94,12.506,12.545,13.274,128125.07,161599.21,171362.37,0.55
2016-02-04,12.74,13.0,12.79,12.64,169624.61,0.26,2.08,12.444,12.637,13.404,141660.45,171255.77,181193.33,1.01
2016-02-03,12.5,12.62,12.53,12.31,116326.14,0.01,0.08,12.254,12.718,13.528,142348.98,167255.13,175886.08,0.69
2016-02-02,12.02,12.56,12.52,12.02,139139.34,0.5,4.16,12.222,12.895,13.748,188606.15,169895.85,179972.72,0.83
2016-02-01,12.15,12.36,12.02,11.83,122485.8,-0.34,-2.75,12.224,13.099,13.96,194485.88,178372.9,186651.66,0.73
2016-01-29,11.9,12.46,12.36,11.86,160726.36,0.52,4.39,12.584,13.294,14.208,195073.35,179051.14,189533.42,0.96
2016-01-28,12.03,12.47,11.84,11.71,173067.27,-0.53,-4.29,12.83,13.442,14.524,200851.1,184080.68,189618.97,1.03
2016-01-27,12.56,12.7,12.37,11.44,347611.97,-0.16,-1.28,13.182,13.686,14.889,192161.28,186253.71,191356.04,2.07
2016-01-26,13.66,13.77,12.53,12.5,168538.0,-1.29,-9.33,13.568,13.827,15.23,151185.55,169824.06,184606.94,1.0
2016-01-25,13.74,13.95,13.82,13.61,125423.16,0.23,1.69,13.974,13.988,15.526,162259.91,172823.86,187641.41,0.75
2016-01-22,13.8,13.89,13.59,13.2,189615.08,-0.01,-0.07,14.004,14.003,15.793,163028.93,181125.53,189554.34,1.13
2016-01-21,14.06,14.4,13.6,13.6,129618.18,-0.7,-4.89,14.054,14.17,16.067,167310.27,191130.88,191929.92,0.77
2016-01-20,14.48,14.6,14.3,14.21,142733.33,-0.26,-1.79,14.19,14.337,16.34,180346.14,184517.03,201228.08,0.85
2016-01-19,13.96,14.66,14.56,13.8,223909.8,0.59,4.22,14.086,14.601,16.618,188462.57,190049.59,211248.26,1.33
2016-01-18,13.48,14.28,13.97,13.37,129268.25,0.13,0.94,14.002,14.82,16.857,183387.8,194930.43,220634.87,0.77
2016-01-15,14.26,14.54,13.84,13.67,211021.77,-0.44,-3.08,14.002,15.122,17.116,199222.14,200015.69,234745.05,1.26
2016-01-14,13.35,14.35,14.28,13.27,194797.55,0.5,3.63,14.286,15.606,17.389,214951.49,195157.26,245940.95,1.16
2016-01-13,14.25,14.65,13.78,13.71,183315.5,-0.36,-2.55,14.484,16.092,17.621,188687.92,196458.37,256751.54,1.09
2016-01-12,14.05,14.28,14.14,13.79,198535.94,0.17,1.22,15.116,16.632,17.882,191636.6,199389.81,286709.72,1.18
2016-01-11,14.9,15.3,13.97,13.91,208439.95,-1.29,-8.45,15.638,17.063,18.093,206473.07,202458.95,301192.55,1.24
2016-01-08,15.6,15.94,15.26,14.63,289668.5,-0.01,-0.07,16.242,17.583,18.23,200809.24,197983.14,301625.51,1.73
2016-01-07,16.61,16.74,15.27,15.25,63479.72,-1.67,-9.86,16.926,17.963,18.29,175363.03,192728.96,303099.5,0.38
2016-01-06,16.9,17.08,16.94,16.43,198058.91,0.19,1.13,17.7,18.343,18.331,204228.82,217939.13,308070.09,1.18
2016-01-05,16.2,18.03,16.75,15.8,272718.25,-0.24,-1.41,18.148,18.634,18.283,207143.02,232446.94,312250.54,1.63
2016-01-04,18.81,18.81,16.99,16.9,180120.81,-1.69,-9.05,18.488,18.893,18.283,198444.84,246339.3,308240.03,1.07
